CD_MUNICIPIO_7,CD_MUNICIPIO,REGIONAL_SAUDE,NM_CIDADE,UF_MUNICIPIO,NM_REGIAO,CIDADES_HABITANTES,ID_SINGULAR
4106571,410657,Francisco Beltrão,Cruzeiro do Iguaçu,PR,Sul,4229,
4106605,410660,Umuarama,Cruzeiro do Oeste,PR,Sul,20962,098
1200203,120020,Cruzeiro do Sul,Cruzeiro do Sul,AC,Norte,89760,169
4106704,410670,Paranavaí,Cruzeiro do Sul,PR,Sul,4430,
4306205,430620,CRS 16 Lajeado,Cruzeiro do Sul,RS,Sul,12457,003
2403004,240300,IV ETAM,Cruzeta,RN,Nordeste,7968,112
3120805,312080,Varginha,Cruzília,MG,Sudeste,15529,045
4106852,410685,Ivaiporã,Cruzmaltina,PR,Sul,2892,046
3513504,351350,Baixada Santista,Cubatão,SP,Sudeste,132521,002
2505006,250500,IV Núcleo Regional de Saúde,Cubati,PB,Nordeste,7866,
5103403,510340,Baixada Cuiabana,Cuiabá,MT,Centro-Oeste,623614,062
2505105,250510,IV Núcleo Regional de Saúde,Cuité,PB,Nordeste,20331,
2505238,250523,I Núcleo Regional de Saúde,Cuité de Mamanguape,PB,Nordeste,6360,
2505204,250520,II Núcleo Regional de Saúde,Cuitegi,PB,Nordeste,6748,
1100940,110094,Departamento de Epidemiologia,Cujubim,RO,Norte,27131,166
5206602,520660,Estrada de Ferro,Cumari,GO,Centro-Oeste,2820,
2604908,260490,Limoeiro,Cumaru,PE,Nordeste,9494,
1502764,150276,Planalto do Araguaia,Cumaru do Norte,PA,Norte,14044,029
2801900,280190,Região Nossa Senhora do Socorro,Cumbe,SE,Nordeste,4008,
3513603,351360,Taubaté,Cunha,SP,Sudeste,21373,134
4204707,420470,Chapecó,Cunha Porã,SC,Sul,11150,011
4204756,420475,Chapecó,Cunhataí,SC,Sul,1972,011
3120839,312083,Governador Valadares,Cuparaque,MG,Sudeste,5026,045
2605004,260500,Caruaru,Cupira,PE,Nordeste,24237,
2909901,290990,Juazeiro,Curaçá,BA,Nordeste,35065,162
2203206,220320,TD Chapada das Mangabeiras,Curimatá,PI,Nordeste,11461,
1502772,150277,Serra dos Carajás,Curionópolis,PA,Norte,17764,029
4106902,410690,Metropolitana,Curitiba,PR,Sul,1963726,192
4204806,420480,Videira,Curitibanos,SC,Sul,40037,011
4107009,410700,Telêmaco Borba,Curiúva,PR,Sul,15289,052
2203230,220323,TD Chapada das Mangabeiras,Currais,PI,Nordeste,4982,
2403103,240310,IV ETAM,Currais Novos,RN,Nordeste,45022,112
2505279,250527,I Núcleo Regional de Saúde,Curral de Cima,PB,Nordeste,5209,
3120870,312087,Montes Claros,Curral de Dentro,MG,Sudeste,7867,045
2203271,220327,TD Vale do Rio Guaribas,Curral Novo do Piauí,PI,Nordeste,5390,
2505303,250530,VII Núcleo Regional de Saúde,Curral Velho,PB,Nordeste,2508,
1502806,150280,Marajó Ocidental,Curralinho,PA,Norte,35530,029
2203255,220325,TD Entre Rios,Curralinhos,PI,Nordeste,4475,
1502855,150285,Baixo Amazonas,Curuá,PA,Norte,14776,029
1502905,150290,Rio Guamá,Curuçá,PA,Norte,41093,029
2103703,210370,Litoral Ocidental,Cururupu,MA,Nordeste,32559,029
5103437,510343,Cáceres,Curvelândia,MT,Centro-Oeste,5267,062
3120904,312090,Sete Lagoas,Curvelo,MG,Sudeste,81085,045
2605103,260510,Arcoverde,Custódia,PE,Nordeste,37633,
1600212,160021,I Regional de Saúde,Cutias,AP,Norte,6217,138
5206701,520670,Entorno Norte,Damianópolis,GO,Centro-Oeste,3302,020
2505352,250535,IV Núcleo Regional de Saúde,Damião,PB,Nordeste,5409,
5206800,520680,Central,Damolândia,GO,Centro-Oeste,2944,
1706506,170650,Região de Saúde Portal do Bico,Darcinópolis,TO,Norte,6250,001
2910008,291000,Jequié,Dário Meira,BA,Nordeste,10347,
3121001,312100,Diamantina,Datas,MG,Sudeste,5431,045
4306304,430630,CRS 06 Passo Fundo,David Canabarro,RS,Sul,4732,014
2103752,210375,Tocantins,Davinópolis,MA,Nordeste,12923,029
5206909,520690,Estrada de Ferro,Davinópolis,GO,Centro-Oeste,2094,
3121100,312110,Pouso Alegre,Delfim Moreira,MG,Sudeste,8007,041
3121209,312120,Passos,Delfinópolis,MG,Sudeste,7146,045
2702405,270240,Região 03,Delmiro Gouveia,AL,Nordeste,52501,167
3121258,312125,Uberaba,Delta,MG,Sudeste,10994,015
2203305,220330,TD Entre Rios,Demerval Lobão,PI,Nordeste,13862,
5103452,510345,Tangará da Serra,Denise,MT,Centro-Oeste,9626,062
5003454,500345,NCT de Fátima do Sul,Deodápolis,MS,Centro-Oeste,13043,018
2304269,230426,Iguatu,Deputado Irapuan Pinheiro,CE,Nordeste,9698,040
4306320,430632,CRS 19 Frederico Westphalen,Derrubadas,RS,Sul,2718,014
3513702,351370,Araraquara,Descalvado,SP,Sudeste,34097,028
4204905,420490,São Miguel do Oeste,Descanso,SC,Sul,8136,011
3121308,312130,Juiz de Fora,Descoberto,MG,Sudeste,5044,045
2505402,250540,VI Núcleo Regional de Saúde,Desterro,PB,Nordeste,8332,
3121407,312140,São João Del Rei,Desterro de Entre Rios,MG,Sudeste,7266,045
3121506,312150,Barbacena,Desterro do Melo,MG,Sudeste,2867,045
4306353,430635,CRS 12 Santo Ângelo,Dezesseis de Novembro,RS,Sul,2331,183
3513801,351380,Grande São Paulo,Diadema,SP,Sudeste,429550,900
2505600,250560,VII Núcleo Regional de Saúde,Diamante,PB,Nordeste,6506,
4107157,410715,Toledo,Diamante D'Oeste,PR,Sul,5279,
4107108,410710,Paranavaí,Diamante do Norte,PR,Sul,4975,098
4107124,410712,Cascavel,Diamante do Sul,PR,Sul,3409,
3121605,312160,Diamantina,Diamantina,MG,Sudeste,47924,045
5103502,510350,Diamantino,Diamantino,MT,Centro-Oeste,22311,062
1707009,170700,Região de Saúde Sudeste,Dianópolis,TO,Norte,22704,001
2910057,291005,Salvador,Dias d'Ávila,BA,Nordeste,83705,019
4306379,430637,CRS 04 Santa Maria,Dilermando de Aguiar,RS,Sul,2991,801
3121704,312170,Ponte Nova,Diogo de Vasconcelos,MG,Sudeste,3779,045
3121803,312180,Coronel Fabriciano,Dionísio,MG,Sudeste,7493,045
4205001,420500,São Miguel do Oeste,Dionísio Cerqueira,SC,Sul,15592,011
5207105,520710,Oeste I,Diorama,GO,Centro-Oeste,2477,
3513850,351385,São José do Rio Preto,Dirce Reis,SP,Sudeste,1805,132
2203354,220335,TD Serra da Capivara,Dirceu Arcoverde,PI,Nordeste,7046,
2802007,280200,Região Aracaju,Divina Pastora,SE,Nordeste,5290,
3121902,312190,Ubá,Divinésia,MG,Sudeste,3430,045
3122009,312200,Manhumirim,Divino,MG,Sudeste,20020,127
3122108,312210,Governador Valadares,Divino das Laranjeiras,MG,Sudeste,4969,045
3201803,320180,SR Cachoeiro do Itapemirim,Divino de São Lourenço,ES,Sudeste,4236,156
3513900,351390,São João da Boa Vista,Divinolândia,SP,Sudeste,11027,094
3122207,312220,Governador Valadares,Divinolândia de Minas,MG,Sudeste,7655,045
3122306,312230,Divinópolis,Divinópolis,MG,Sudeste,242505,045
5208301,520830,Nordeste,Divinópolis de Goiás,GO,Centro-Oeste,4701,
1707108,170710,Região de Saúde do Cantão,Divinópolis do Tocantins,TO,Norte,6986,001
3122355,312235,Pedra Azul,Divisa Alegre,MG,Sudeste,6946,045
3122405,312240,Alfenas,Divisa Nova,MG,Sudeste,6039,182
3122454,312245,Pedra Azul,Divisópolis,MG,Sudeste,11396,045
3514007,351400,Araraquara,Dobrada,SP,Sudeste,9088,048
3514106,351410,Bauru,Dois Córregos,SP,Sudeste,27704,007
4306403,430640,CRS 01 Porto Alegre,Dois Irmãos,RS,Sul,33547,174
4306429,430642,CRS 15 Palmeira das Missões,Dois Irmãos das Missões,RS,Sul,1992,014
5003488,500348,NCT de Aquidauana,Dois Irmãos do Buriti,MS,Centro-Oeste,11547,004
1707207,170720,Região de Saúde do Cantão,Dois Irmãos do Tocantins,TO,Norte,7173,001
4306452,430645,CRS 16 Lajeado,Dois Lajeados,RS,Sul,3410,003
2702504,270250,Região 03,Dois Riachos,AL,Nordeste,11059,167
4107207,410720,Francisco Beltrão,Dois Vizinhos,PR,Sul,41424,
3514205,351420,São José do Rio Preto,Dolcinópolis,SP,Sudeste,2108,132
5103601,510360,Rondonópolis,Dom Aquino,MT,Centro-Oeste,8087,062
2910107,291010,Brumado,Dom Basílio,BA,Nordeste,12281,
3122470,312247,Unaí,Dom Bosco,MG,Sudeste,3635,045
3122504,312250,Coronel Fabriciano,Dom Cavati,MG,Sudeste,5025,045
1502939,150293,Rodovia BR 222,Dom Eliseu,PA,Norte,61206,029
2203404,220340,TD Vale do Rio Guaribas,Dom Expedito Lopes,PI,Nordeste,6940,
4306502,430650,CRS 02 Porto Alegre,Dom Feliciano,RS,Sul,15556,006
2203453,220345,TD Serra da Capivara,Dom Inocêncio,PI,Nordeste,9574,
3122603,312260,Itabira,Dom Joaquim,MG,Sudeste,4436,045
2910206,291020,Santo Antônio de Jesus,Dom Macedo Costa,BA,Nordeste,4072,
4306601,430660,CRS 07 Bagé,Dom Pedrito,RS,Sul,38222,074
2103802,210380,Flores,Dom Pedro,MA,Nordeste,23393,029
4306551,430655,CRS 18 Osório,Dom Pedro de Alcântara,RS,Sul,2520,006
3122702,312270,Ponte Nova,Dom Silvério,MG,Sudeste,5227,045
3122801,312280,Varginha,Dom Viçoso,MG,Sudeste,2992,
3201902,320190,SR Vitória,Domingos Martins,ES,Sudeste,34120,156
2203420,220342,TD dos Cocais,Domingos Mourão,PI,Nordeste,4352,
4205100,420510,Rio do Sul,Dona Emma,SC,Sul,4224,011
3122900,312290,Leopoldina,Dona Euzébia,MG,Sudeste,6664,127
4306700,430670,CRS 04 Santa Maria,Dona Francisca,RS,Sul,2958,801
2505709,250570,II Núcleo Regional de Saúde,Dona Inês,PB,Nordeste,10375,
3123007,312300,São João Del Rei,Dores de Campos,MG,Sudeste,10291,045
3123106,312310,Itabira,Dores de Guanhães,MG,Sudeste,5139,045
3123205,312320,Divinópolis,Dores do Indaiá,MG,Sudeste,13373,045
3202009,320200,SR Cachoeiro do Itapemirim,Dores do Rio Preto,ES,Sudeste,6793,156
3123304,312330,Ubá,Dores do Turvo,MG,Sudeste,4202,045
3123403,312340,Passos,Doresópolis,MG,Sudeste,1539,045
2605152,260515,Petrolina,Dormentes,PE,Nordeste,19246,
4107256,410725,Umuarama,Douradina,PR,Sul,8988,
5003504,500350,NCT de Dourados,Douradina,MS,Centro-Oeste,6025,018
3514304,351430,Araraquara,Dourado,SP,Sudeste,8883,028
3123502,312350,Uberlândia,Douradoquara,MG,Sudeste,1915,045
5003702,500370,NCT de Dourados,Dourados,MS,Centro-Oeste,227990,018
4107306,410730,Maringá,Doutor Camargo,PR,Sul,5987,098
4306734,430673,CRS 14 Santa Rosa,Doutor Maurício Cardoso,RS,Sul,4380,005
4205159,420515,Timbó,Doutor Pedrinho,SC,Sul,4164,011
4306759,430675,CRS 16 Lajeado,Doutor Ricardo,RS,Sul,1967,003
2403202,240320,VI ETAM,Doutor Severiano,RN,Nordeste,7068,
4128633,412863,Metropolitana,Doutor Ulysses,PR,Sul,5525,052
5207253,520725,Sudoeste II,Doverlândia,GO,Centro-Oeste,7174,
3514403,351440,Presidente Prudente,Dracena,SP,Sudeste,47287,075
3514502,351450,Bauru,Duartina,SP,Sudeste,12421,101
3301603,330160,Serrana,Duas Barras,RJ,Sudeste,11563,114
2505808,250580,II Núcleo Regional de Saúde,Duas Estradas,PB,Nordeste,3569,
1707306,170730,Região de Saúde Centro-Sul,Dueré,TO,Norte,4686,001
3514601,351460,Ribeirão Preto,Dumont,SP,Sudeste,10174,008
2103901,210390,Timbiras,Duque Bacelar,MA,Nordeste,11451,029
3301702,330170,Metropolitana I,Duque de Caxias,RJ,Sudeste,929449,093
3123528,312352,Manhumirim,Durandé,MG,Sudeste,7898,045
3514700,351470,Marília,Echaporã,SP,Sudeste,6026,101
3202108,320210,SR Colatina,Ecoporanga,ES,Sudeste,22748,156
5207352,520735,Centro Sul,Edealina,GO,Centro-Oeste,3678,056
5207402,520740,Centro Sul,Edéia,GO,Centro-Oeste,12559,056
1301407,130140,Triângulo,Eirunepé,AM,Norte,36121,037
3514809,351480,Registro,Eldorado,SP,Sudeste,15592,900
5003751,500375,NCT de Naviraí,Eldorado,MS,Centro-Oeste,12447,018
1502954,150295,Serra dos Carajás,Eldorado do Carajás,PA,Norte,34069,029
4306767,430676,CRS 02 Porto Alegre,Eldorado do Sul,RS,Sul,42490,006
2203503,220350,TD Vale do Sambito,Elesbão Veloso,PI,Nordeste,14550,
3514908,351490,Piracicaba,Elias Fausto,SP,Sudeste,18095,008
2203602,220360,TD Chapada das Mangabeiras,Eliseu Martins,PI,Nordeste,4943,
3514924,351492,São José do Rio Preto,Elisiário,SP,Sudeste,3742,083
2910305,291030,Amargosa,Elísio Medrado,BA,Nordeste,8129,
3123601,312360,Varginha,Elói Mendes,MG,Sudeste,28556,182
2505907,250590,VI Núcleo Regional de Saúde,Emas,PB,Nordeste,3556,
3514957,351495,Barretos,Embaúba,SP,Sudeste,2446,051
3515004,351500,Grande São Paulo,Embu das Artes,SP,Sudeste,279264,007
3515103,351510,Grande São Paulo,Embu-Guaçu,SP,Sudeste,70402,900
3515129,351512,Presidente Prudente,Emilianópolis,SP,Sudeste,3238,900
4306809,430680,CRS 16 Lajeado,Encantado,RS,Sul,23047,003
2403301,240330,VI ETAM,Encanto,RN,Nordeste,5697,
2910404,291040,Vitória da Conquista,Encruzilhada,BA,Nordeste,15914,
4306908,430690,CRS 08 Cachoeira do Sul,Encruzilhada do Sul,RS,Sul,26039,003
4107405,410740,Francisco Beltrão,Enéas Marques,PR,Sul,5906,
4107504,410750,Campo Mourão,Engenheiro Beltrão,PR,Sul,13962,098
3123700,312370,Governador Valadares,Engenheiro Caldas,MG,Sudeste,11268,045
3515152,351515,Piracicaba,Engenheiro Coelho,SP,Sudeste,21712,043
3123809,312380,Montes Claros,Engenheiro Navarro,MG,Sudeste,7240,045
3301801,330180,Centro-Sul,Engenheiro Paulo de Frontin,RJ,Sudeste,14138,176
4306924,430692,CRS 15 Palmeira das Missões,Engenho Velho,RS,Sul,932,005
3123858,312385,Coronel Fabriciano,Entre Folhas,MG,Sudeste,5383,045
2910503,291050,Alagoinhas,Entre Rios,BA,Nordeste,42014,
4205175,420517,Xanxerê,Entre Rios,SC,Sul,3232,011
3123908,312390,São João Del Rei,Entre Rios de Minas,MG,Sudeste,15458,045
4107538,410753,Toledo,Entre Rios do Oeste,PR,Sul,4651,
4306957,430695,CRS 11 Erechim,Entre Rios do Sul,RS,Sul,2724,005
4306932,430693,CRS 12 Santo Ângelo,Entre-Ijuís,RS,Sul,8350,183
1301506,130150,Triângulo,Envira,AM,Norte,20748,037
1200252,120025,Brasiléia,Epitaciolândia,AC,Norte,18979,169
2403400,240340,IV ETAM,Equador,RN,Nordeste,6064,112
4306973,430697,CRS 11 Erechim,Erebango,RS,Sul,2978,005
4307005,430700,CRS 11 Erechim,Erechim,RS,Sul,107368,005
2304277,230427,Limoeiro do Norte,Ereré,CE,Nordeste,7254,040
2900504,290050,Boquira,Érico Cardoso,BA,Nordeste,10513,
4205191,420519,Araranguá,Ermo,SC,Sul,2059,011
4307054,430705,CRS 06 Passo Fundo,Ernestina,RS,Sul,3171,014
4307203,430720,CRS 11 Erechim,Erval Grande,RS,Sul,4780,005
4307302,430730,CRS 19 Frederico Westphalen,Erval Seco,RS,Sul,6697,005
4205209,420520,Joaçaba,Erval Velho,SC,Sul,4423,011
3124005,312400,Ubá,Ervália,MG,Sudeste,19019,045
2605202,260520,Palmares,Escada,PE,Nordeste,69701,
4307401,430740,CRS 05 Caxias do Sul,Esmeralda,RS,Sul,3291,014
3124104,312410,Belo Horizonte,Esmeraldas,MG,Sudeste,72512,009
3124203,312420,Manhumirim,Espera Feliz,MG,Sudeste,25287,045
2506004,250600,III Núcleo Regional de Saúde,Esperança,PB,Nordeste,33386,
4307450,430745,CRS 19 Frederico Westphalen,Esperança do Sul,RS,Sul,2846,014
4107520,410752,Umuarama,Esperança Nova,PR,Sul,1633,
1707405,170740,Região de Saúde Bico do Papagaio,Esperantina,TO,Norte,11280,001
2203701,220370,TD dos Cocais,Esperantina,PI,Nordeste,39953,
2104008,210400,Médio Mearim,Esperantinópolis,MA,Nordeste,16971,029
4107546,410754,Cascavel,Espigão Alto do Iguaçu,PR,Sul,3980,
1100098,110009,II Delegacia Regional de Saúde,Espigão D'Oeste,RO,Norte,33009,166
3124302,312430,Montes Claros,Espinosa,MG,Sudeste,31603,045
2403509,240350,I ETAM,Espírito Santo,RN,Nordeste,10463,
3124401,312440,Pouso Alegre,Espírito Santo do Dourado,MG,Sudeste,4728,045
3515186,351518,São João da Boa Vista,Espírito Santo do Pinhal,SP,Sudeste,44607,008
3515194,351519,Marília,Espírito Santo do Turvo,SP,Sudeste,4926,900
2910602,291060,Alagoinhas,Esplanada,BA,Nordeste,37902,
4307500,430750,CRS 06 Passo Fundo,Espumoso,RS,Sul,15594,014
4307559,430755,CRS 11 Erechim,Estação,RS,Sul,5924,005
2802106,280210,Região Estância,Estância,SE,Nordeste,69919,
4307609,430760,CRS 01 Porto Alegre,Estância Velha,RS,Sul,51292,174
4307708,430770,CRS 01 Porto Alegre,Esteio,RS,Sul,83352,006
3124500,312450,Pouso Alegre,Estiva,MG,Sudeste,11416,041
3557303,355730,São João da Boa Vista,Estiva Gerbi,SP,Sudeste,11507,008
2104057,210405,Chapada das Mesas,Estreito,MA,Nordeste,43097,029
4307807,430780,CRS 16 Lajeado,Estrela,RS,Sul,34669,003
3515202,351520,São José do Rio Preto,Estrela d'Oeste,SP,Sudeste,8420,121
3124609,312460,Leopoldina,Estrela Dalva,MG,Sudeste,2308,127
2702553,270255,Região 04,Estrela de Alagoas,AL,Nordeste,18304,038
3124708,312470,Divinópolis,Estrela do Indaiá,MG,Sudeste,3483,045
3515301,351530,Presidente Prudente,Estrela do Norte,SP,Sudeste,2774,075
5207501,520750,Norte,Estrela do Norte,GO,Centro-Oeste,3253,
3124807,312480,Uberlândia,Estrela do Sul,MG,Sudeste,8057,045
4307815,430781,CRS 08 Cachoeira do Sul,Estrela Velha,RS,Sul,3646,003
2910701,291070,Serrinha,Euclides da Cunha,BA,Nordeste,61112,162
3515350,351535,Presidente Prudente,Euclides da Cunha Paulista,SP,Sudeste,9280,075
4307831,430783,CRS 12 Santo Ângelo,Eugênio de Castro,RS,Sul,2310,183
3124906,312490,Ubá,Eugenópolis,MG,Sudeste,11383,045
2910727,291072,Eunápolis,Eunápolis,BA,Nordeste,115360,078
2304285,230428,Fortaleza,Eusébio,CE,Nordeste,55035,040
3125002,312500,Juiz de Fora,Ewbank da Câmara,MG,Sudeste,3932,045
3125101,312510,Pouso Alegre,Extrema,MG,Sudeste,37649,041
2403608,240360,Grande Natal,Extremoz,RN,Nordeste,29282,
2605301,260530,Ouricuri,Exu,PE,Nordeste,31709,
2506103,250610,III Núcleo Regional de Saúde,Fagundes,PB,Nordeste,11180,
4307864,430786,CRS 05 Caxias do Sul,Fagundes Varela,RS,Sul,2750,014
5207535,520753,Rio Vermelho,Faina,GO,Centro-Oeste,6527,
3125200,312520,Alfenas,Fama,MG,Sudeste,2374,045
3125309,312530,Manhumirim,Faria Lemos,MG,Sudeste,3202,045
2304301,230430,Crato,Farias Brito,CE,Nordeste,19330,040
1503002,150300,Calha Norte,Faro,PA,Norte,6949,029
4107553,410755,Campo Mourão,Farol,PR,Sul,2995,
4307906,430790,CRS 05 Caxias do Sul,Farroupilha,RS,Sul,73758,801
3515400,351540,Bauru,Fartura,SP,Sudeste,16102,072
2203750,220375,TD Serra da Capivara,Fartura do Piauí,PI,Nordeste,5330,
1707553,170755,Região de Saúde de Porto Nacional,Fátima,TO,Norte,3824,001
2910750,291075,Cícero Dantas,Fátima,BA,Nordeste,17801,162
5003801,500380,NCT de Fátima do Sul,Fátima do Sul,MS,Centro-Oeste,19152,018
4107603,410760,Apucarana,Faxinal,PR,Sul,17379,046
4308003,430800,CRS 04 Santa Maria,Faxinal do Soturno,RS,Sul,6651,801
4205308,420530,Xanxerê,Faxinal dos Guedes,SC,Sul,10630,011
4308052,430805,CRS 11 Erechim,Faxinalzinho,RS,Sul,2256,005
5207600,520760,Oeste I,Fazenda Nova,GO,Centro-Oeste,5471,020
4107652,410765,Metropolitana,Fazenda Rio Grande,PR,Sul,103750,192
4308078,430807,CRS 16 Lajeado,Fazenda Vilanova,RS,Sul,4680,003
1200302,120030,Cruzeiro do Sul,Feijó,AC,Norte,34986,169
2910776,291077,Santa Maria da Vitória,Feira da Mata,BA,Nordeste,5656,
2910800,291080,Feira de Santana,Feira de Santana,BA,Nordeste,624107,030
2702603,270260,Região 04,Feira Grande,AL,Nordeste,22192,167
2605400,260540,Limoeiro,Feira Nova,PE,Nordeste,22360,
2802205,280220,Região Nossa Senhora da Glória,Feira Nova,SE,Nordeste,5617,
2104073,210407,Chapada das Mesas,Feira Nova do Maranhão,MA,Nordeste,8506,029
3125408,312540,Diamantina,Felício dos Santos,MG,Sudeste,4656,045
2403707,240370,II ETAM,Felipe Guerra,RN,Nordeste,6009,148
3125606,312560,Pedra Azul,Felisburgo,MG,Sudeste,7548,045
3125705,312570,Sete Lagoas,Felixlândia,MG,Sudeste,15528,045
4308102,430810,CRS 05 Caxias do Sul,Feliz,RS,Sul,13728,174
2702702,270270,Região 02,Feliz Deserto,AL,Nordeste,4803,167
5103700,510370,Sinop,Feliz Natal,MT,Centro-Oeste,14847,062
4107702,410770,Campo Mourão,Fênix,PR,Sul,4734,098
4107736,410773,Irati,Fernandes Pinheiro,PR,Sul,5561,052
3125804,312580,Governador Valadares,Fernandes Tourinho,MG,Sudeste,3500,045
2605459,260545,Recife,Fernando de Noronha,PE,Nordeste,3140,
2104081,210408,Guajajaras,Fernando Falcão,MA,Nordeste,10559,029
2403756,240375,II ETAM,Fernando Pedroza,RN,Nordeste,3081,
3515608,351560,São José do Rio Preto,Fernando Prestes,SP,Sudeste,5805,120
3515509,351550,São José do Rio Preto,Fernandópolis,SP,Sudeste,69680,121
3515657,351565,Marília,Fernão,SP,Sudeste,1739,900
3515707,351570,Grande São Paulo,Ferraz de Vasconcelos,SP,Sudeste,198661,007
1600238,160023,I Regional de Saúde,Ferreira Gomes,AP,Norte,8151,138
2605509,260550,Goiana,Ferreiros,PE,Nordeste,12216,
3125903,312590,Itabira,Ferros,MG,Sudeste,9576,045
3125952,312595,Manhumirim,Fervedouro,MG,Sudeste,11100,045
4107751,410775,Jacarezinho,Figueira,PR,Sul,7625,046
5003900,500390,NCT de Campo Grande,Figueirão,MS,Centro-Oeste,3066,
1707652,170765,Região de Saúde Centro-Sul,Figueirópolis,TO,Norte,5222,001
5103809,510380,Pontes e Lacerda,Figueirópolis D'Oeste,MT,Centro-Oeste,3411,062
1707702,170770,Região de Saúde Médio Norte,Filadélfia,TO,Norte,8892,001
2910859,291085,Senhor do Bonfim,Filadélfia,BA,Nordeste,16314,162
2910909,291090,Itapetinga,Firmino Alves,BA,Nordeste,5641,
5207808,520780,Oeste II,Firminópolis,GO,Centro-Oeste,13604,020
2702801,270280,Região 05,Flexeiras,AL,Nordeste,12823,038
4107850,410785,Francisco Beltrão,Flor da Serra do Sul,PR,Sul,4583,
4205357,420535,São Miguel do Oeste,Flor do Sertão,SC,Sul,1575,011
3515806,351580,Presidente Prudente,Flora Rica,SP,Sudeste,1397,900
4107801,410780,Maringá,Floraí,PR,Sul,4883,098
2403806,240380,IV ETAM,Florânia,RN,Nordeste,9772,112
3515905,351590,São José do Rio Preto,Floreal,SP,Sudeste,2884,100
2605608,260560,Serra Talhada,Flores,PE,Nordeste,22612,
4308201,430820,CRS 05 Caxias do Sul,Flores da Cunha,RS,Sul,31352,801
5207907,520790,Entorno Norte,Flores de Goiás,GO,Centro-Oeste,17415,
2203800,220380,TD Vale dos Rios Piauí e Itaueiras,Flores do Piauí,PI,Nordeste,4461,
2605707,260570,Serra Talhada,Floresta,PE,Nordeste,33488,
4107900,410790,Maringá,Floresta,PR,Sul,6926,098
2911006,291100,Itabuna,Floresta Azul,BA,Nordeste,10525,078
1503044,150304,Araguaia,Floresta do Araguaia,PA,Norte,20742,029
2203859,220385,TD Vale do Canindé,Floresta do Piauí,PI,Nordeste,2561,
